episode,query_idx,key,value,pred,correct,rank
0,0,8,61,35,0,25
0,1,18,15,35,0,11
0,2,21,59,35,0,35
0,3,30,35,21,0,2
0,4,0,4,35,0,29
0,5,31,29,35,0,8
0,6,53,46,21,0,10
0,7,15,63,35,0,4
1,0,10,15,41,0,7
1,1,63,7,41,0,14
1,2,61,1,41,0,27
1,3,3,45,41,0,18
1,4,6,34,41,0,8
1,5,38,18,17,0,50
1,6,58,45,41,0,13
1,7,41,33,41,0,47
2,0,17,30,35,0,32
2,1,55,35,35,1,1
2,2,27,19,35,0,5
2,3,57,63,35,0,6
2,4,30,38,35,0,13
2,5,42,54,35,0,16
2,6,59,50,35,0,11
2,7,5,27,35,0,21
3,0,21,1,35,0,5
3,1,27,42,35,0,20
3,2,49,30,21,0,55
3,3,41,55,35,0,2
3,4,19,14,21,0,20
3,5,35,2,16,0,22
3,6,44,4,35,0,37
3,7,5,23,35,0,55
4,0,2,54,21,0,25
4,1,45,25,21,0,41
4,2,3,10,21,0,37
4,3,30,18,21,0,42
4,4,21,13,21,0,33
4,5,26,33,21,0,6
4,6,58,29,21,0,4
4,7,11,17,21,0,41
5,0,55,44,58,0,2
5,1,58,9,58,0,7
5,2,61,40,58,0,17
5,3,37,49,58,0,5
5,4,29,58,58,1,1
5,5,7,8,58,0,31
5,6,36,59,58,0,10
5,7,43,14,58,0,41
6,0,14,61,62,0,14
6,1,27,53,62,0,34
6,2,28,27,58,0,10
6,3,15,9,58,0,17
6,4,61,45,30,0,45
6,5,58,34,62,0,50
6,6,42,1,62,0,6
6,7,46,34,58,0,15
7,0,16,2,19,0,14
7,1,31,49,19,0,7
7,2,60,46,19,0,4
7,3,50,53,19,0,50
7,4,59,27,19,0,5
7,5,29,4,27,0,35
7,6,15,36,19,0,33
7,7,3,19,19,1,1
8,0,46,52,19,0,21
8,1,48,59,19,0,2
8,2,61,59,19,0,6
8,3,24,10,59,0,34
8,4,7,19,19,1,1
8,5,59,13,19,0,27
8,6,27,41,61,0,59
8,7,1,37,19,0,9
9,0,9,35,35,1,1
9,1,43,41,35,0,6
9,2,48,52,35,0,43
9,3,26,45,35,0,52
9,4,56,21,21,1,1
9,5,3,5,35,0,49
9,6,63,35,35,1,1
9,7,22,49,35,0,8
10,0,51,44,46,0,2
10,1,63,27,46,0,21
10,2,38,21,37,0,3
10,3,12,47,24,0,38
10,4,50,6,21,0,27
10,5,46,0,21,0,17
10,6,37,3,46,0,19
10,7,53,56,44,0,35
11,0,61,56,39,0,27
11,1,40,59,59,1,1
11,2,62,36,39,0,53
11,3,42,17,39,0,7
11,4,12,53,39,0,6
