episode,query_idx,key,value,pred,correct,rank
0,0,71,495,511,0,134
0,1,152,123,513,0,388
0,2,176,473,513,0,339
0,3,251,280,409,0,62
0,4,3,32,278,0,75
0,5,276,234,92,0,474
0,6,450,368,513,0,395
0,7,123,508,111,0,55
1,0,325,150,513,0,341
1,1,85,58,226,0,64
1,2,29,9,513,0,202
1,3,53,279,356,0,100
1,4,94,120,439,0,196
1,5,501,365,352,0,165
1,6,345,331,452,0,83
1,7,28,366,513,0,141
2,0,142,246,405,0,363
2,1,447,280,405,0,444
2,2,223,152,513,0,32
2,3,490,511,52,0,220
2,4,271,310,313,0,189
2,5,369,436,69,0,176
2,6,507,405,160,0,65
2,7,44,218,162,0,219
3,0,180,15,430,0,206
3,1,230,339,203,0,426
3,2,425,241,432,0,290
3,3,366,441,82,0,172
3,4,168,113,417,0,160
3,5,285,16,409,0,339
3,6,364,32,205,0,19
3,7,50,186,52,0,425
4,0,18,433,405,0,383
4,1,382,203,504,0,30
4,2,34,81,513,0,440
4,3,273,147,334,0,110
4,4,182,109,491,0,231
4,5,227,264,451,0,343
4,6,476,235,274,0,340
4,7,96,143,405,0,288
5,0,476,354,274,0,19
5,1,487,78,278,0,305
5,2,496,327,147,0,197
5,3,332,397,513,0,6
5,4,246,470,390,0,313
5,5,57,65,513,0,339
5,6,289,293,41,0,85
5,7,382,116,504,0,358
6,0,113,495,503,0,64
6,1,242,426,513,0,38
6,2,241,216,69,0,114
6,3,123,75,513,0,215
6,4,346,367,513,0,162
6,5,495,277,110,0,200
6,6,370,12,513,0,197
6,7,389,272,283,0,406
7,0,132,19,203,0,141
7,1,510,397,137,0,224
7,2,129,371,383,0,419
7,3,430,426,513,0,8
7,4,252,217,513,0,87
7,5,261,39,378,0,513
7,6,131,289,60,0,229
7,7,32,159,513,0,16
8,0,368,422,513,0,233
8,1,418,472,122,0,366
8,2,400,473,513,0,284
8,3,208,80,513,0,219
8,4,66,155,513,0,269
8,5,482,111,41,0,27
8,6,229,332,111,0,260
8,7,12,302,513,0,505
9,0,84,283,140,0,211
9,1,375,335,250,0,285
9,2,395,420,140,0,30
9,3,222,367,233,0,13
9,4,481,173,513,0,427
9,5,27,47,513,0,348
9,6,389,286,283,0,121
9,7,191,399,405,0,222
10,0,417,356,412,0,70
10,1,370,222,513,0,481
10,2,326,173,513,0,396
10,3,105,383,126,0,422
10,4,412,51,298,0,468
10,5,401,3,361,0,167
10,6,335,24,41,0,195
10,7,446,450,513,0,162
11,0,424,452,60,0,95
11,1,325,477,405,0,335
11,2,500,291,312,0,79
