episode,k1,k2,v,pred1,pred2,correct
0,7,48,13,48,7,0
1,37,41,61,41,5,0
2,47,56,45,5,8,0
3,41,34,21,5,39,0
4,50,60,41,24,61,0
5,62,6,27,27,61,0
6,44,29,42,61,44,0
7,13,14,19,14,13,0
8,58,45,42,61,42,0
9,57,49,29,33,53,0
10,56,37,60,61,8,0
11,8,54,16,17,8,0
12,28,48,60,42,61,0
13,7,41,8,41,5,0
14,22,23,48,23,53,0
15,11,1,62,1,11,0
16,45,42,25,42,61,0
17,53,51,1,8,63,0
18,62,26,61,61,26,0
19,3,54,59,6,61,0
20,27,34,7,61,27,0
21,40,17,4,6,61,0
22,35,10,21,10,61,0
23,10,34,20,61,10,0
24,50,63,47,63,51,0
25,42,10,28,10,42,0
26,27,26,24,61,27,0
27,33,16,58,16,42,0
28,47,17,6,5,42,0
29,16,35,52,8,16,0
30,25,29,41,42,6,0
31,57,22,40,22,57,0
32,33,48,38,61,33,0
33,53,28,42,42,61,0
34,29,19,16,19,61,0
35,18,7,50,61,7,0
36,16,37,28,8,16,0
37,41,56,45,5,42,0
38,15,41,8,41,5,0
39,38,18,53,35,9,0
40,46,14,31,14,49,0
41,57,15,13,15,53,0
42,2,60,23,61,23,0
43,45,6,56,52,61,0
44,10,11,12,11,10,0
45,8,37,40,17,8,0
46,41,54,48,33,39,0
47,29,12,24,12,8,0
48,25,41,57,57,33,0
49,10,35,53,61,10,0
50,52,26,56,26,26,0
51,47,15,50,5,42,0
52,51,2,56,63,51,0
53,12,32,47,32,6,0
54,32,57,47,57,33,0
55,36,22,17,53,6,0
56,19,4,43,53,19,0
57,22,50,58,42,6,0
58,46,53,6,6,61,0
59,34,28,59,59,34,0
60,52,31,62,31,9,0
61,62,26,12,61,26,0
62,11,29,54,6,11,0
63,16,54,20,8,16,0
64,29,12,3,12,8,0
65,37,31,57,31,9,0
66,21,43,33,43,42,0
67,39,33,31,61,39,0
68,12,38,23,8,38,0
69,27,50,26,9,27,0
70,30,58,62,53,58,0
71,31,57,62,57,9,0
72,31,30,60,9,61,0
73,53,10,7,10,61,0
74,53,14,31,14,53,0
75,42,3,51,6,42,0
76,6,60,10,61,6,0
77,15,24,47,61,5,0
78,33,43,16,43,42,0
79,49,14,27,14,49,0
80,61,8,54,8,61,0
81,43,46,13,13,28,0
82,21,20,31,31,9,0
83,26,18,17,31,9,0
84,44,31,29,31,9,0
85,15,3,27,53,27,0
86,60,36,16,6,61,0
87,52,19,5,19,52,0
88,55,26,28,34,55,0
89,28,20,31,9,0,0
90,59,53,12,53,34,0
91,24,9,13,9,13,1
92,1,4,17,61,8,0
93,23,3,47,8,23,0
94,45,0,55,55,8,0
95,58,6,45,61,61,0
96,23,28,17,8,23,0
97,8,24,23,0,8,0
98,61,43,20,23,61,0
99,20,2,29,5,20,0
