episode,query_idx,key,value,pred,correct,rank
0,0,60,41,7,0,42
0,1,1,15,2,0,12
0,2,34,50,2,0,38
0,3,43,44,16,0,51
0,4,12,1,41,0,2
0,5,58,22,48,0,27
0,6,26,47,61,0,27
0,7,54,43,49,0,14
0,8,17,61,41,0,56
0,9,62,45,0,0,18
0,10,36,48,12,0,14
0,11,57,9,64,0,21
0,12,7,5,64,0,23
0,13,16,22,36,0,34
0,14,49,62,64,0,53
0,15,44,20,64,0,62
1,0,3,45,47,0,13
1,1,4,51,7,0,36
1,2,51,12,27,0,56
1,3,48,23,10,0,8
1,4,50,43,7,0,16
1,5,15,55,13,0,24
1,6,56,38,10,0,29
1,7,47,13,49,0,7
1,8,60,34,64,0,10
1,9,14,12,64,0,45
1,10,49,6,64,0,54
1,11,45,25,64,0,48
1,12,34,39,17,0,45
1,13,35,7,13,0,3
1,14,0,34,7,0,37
1,15,5,7,64,0,2
2,0,27,16,37,0,23
2,1,43,10,12,0,50
2,2,12,39,33,0,4
2,3,34,24,17,0,35
2,4,18,59,12,0,53
2,5,39,11,45,0,36
2,6,13,3,61,0,16
2,7,44,6,30,0,24
2,8,35,34,64,0,8
2,9,45,50,64,0,35
2,10,40,5,13,0,29
2,11,10,25,64,0,37
2,12,3,39,64,0,18
2,13,22,19,61,0,17
2,14,56,13,64,0,25
2,15,47,28,33,0,23
3,0,39,13,58,0,3
3,1,2,58,12,0,60
3,2,11,48,41,0,32
3,3,19,55,63,0,28
3,4,43,36,13,0,34
3,5,14,53,47,0,20
3,6,32,13,25,0,21
3,7,55,33,7,0,41
3,8,58,8,64,0,55
3,9,41,14,13,0,18
3,10,16,44,36,0,44
3,11,3,10,64,0,30
3,12,36,45,60,0,12
3,13,48,63,64,0,11
3,14,18,5,64,0,16
3,15,7,52,64,0,15
4,0,56,26,39,0,60
4,1,18,49,41,0,44
4,2,42,0,31,0,59
4,3,24,52,41,0,24
4,4,23,25,41,0,56
4,5,41,14,61,0,8
4,6,38,48,31,0,25
4,7,59,52,41,0,25
4,8,48,57,64,0,14
4,9,4,41,41,1,1
4,10,21,30,64,0,24
4,11,55,43,64,0,28
4,12,17,52,64,0,6
4,13,57,22,64,0,15
4,14,0,5,64,0,56
4,15,61,42,64,0,4
5,0,29,35,20,0,20
5,1,36,16,60,0,9
5,2,39,47,45,0,49
5,3,13,23,61,0,12
5,4,53,9,47,0,22
5,5,11,57,36,0,37
5,6,6,23,60,0,3
5,7,54,9,47,0,14
5,8,26,54,29,0,4
5,9,2,28,12,0,56
5,10,1,59,12,0,53
5,11,23,63,53,0,42
5,12,38,17,3,0,11
5,13,63,39,22,0,54
5,14,61,56,18,0,50
5,15,24,39,63,0,10
6,0,41,51,49,0,14
6,1,38,4,13,0,10
6,2,6,3,60,0,46
6,3,19,14,9,0,23
6,4,3,44,47,0,44
6,5,29,16,20,0,28
6,6,9,24,59,0,64
6,7,32,52,44,0,13
6,8,8,61,49,0,24
6,9,44,12,61,0,27
6,10,24,56,59,0,42
6,11,2,4,12,0,36
6,12,40,2,64,0,15
6,13,62,14,20,0,29
6,14,10,13,64,0,25
6,15,39,28,64,0,56
7,0,61,27,42,0,20
7,1,7,23,31,0,13
7,2,42,60,24,0,27
7,3,31,59,60,0,45
7,4,60,15,43,0,62
7,5,54,19,26,0,22
7,6,45,36,29,0,18
7,7,13,9,31,0,48
7,8,20,25,24,0,56
7,9,40,61,64,0,34
7,10,52,19,64,0,5
7,11,39,26,64,0,3
7,12,62,61,64,0,13
7,13,6,29,64,0,40
7,14,30,31,64,0,4
7,15,14,49,64,0,17
8,0,10,55,17,0,54
8,1,17,55,41,0,21
8,2,32,62,44,0,62
8,3,41,43,49,0,20
8,4,0,49,31,0,21
8,5,30,56,31,0,61
8,6,8,44,63,0,36
8,7,38,58,31,0,3
8,8,18,25,64,0,39
8,9,45,0,64,0,24
8,10,6,10,64,0,41
8,11,49,17,64,0,54
8,12,7,50,64,0,20
8,13,24,15,41,0,51
8,14,1,26,64,0,40
8,15,9,12,64,0,47
9,0,40,48,46,0,46
9,1,46,33,0,0,29
9,2,24,21,49,0,24
9,3,20,0,15,0,50
9,4,32,48,44,0,21
9,5,52,54,15,0,12
9,6,26,9,54,0,50
9,7,28,8,0,0,26
9,8,42,60,52,0,26
9,9,18,37,48,0,47
9,10,33,16,64,0,37
9,11,45,57,64,0,60
9,12,48,46,64,0,45
9,13,44,49,30,0,50
9,14,59,32,49,0,43
9,15,39,3,64,0,19
10,0,15,26,13,0,43
10,1,45,52,37,0,62
10,2,1,2,13,0,10
10,3,31,53,60,0,17
10,4,7,5,31,0,7
10,5,4,47,47,1,1
10,6,43,33,31,0,28
10,7,34,26,31,0,23
10,8,51,42,27,0,16
10,9,13,19,31,0,11
10,10,55,62,31,0,10
10,11,48,37,64,0,13
10,12,40,22,13,0,23
