episode,k1,k2,v,pred1,pred2,correct
0,13,53,48,53,48,1
1,50,4,34,4,14,0
2,34,30,12,30,30,0
3,17,3,45,3,45,1
4,61,52,18,52,18,1
5,10,28,14,28,14,1
6,47,40,52,40,52,1
7,60,23,6,23,6,1
8,30,63,43,63,63,0
9,38,28,17,28,28,0
10,13,20,44,20,28,0
11,12,7,61,7,28,0
12,61,30,20,30,30,0
13,30,14,53,14,53,1
14,24,41,53,41,53,1
15,0,48,29,48,29,1
16,34,50,27,50,27,1
17,6,13,50,13,13,0
18,47,36,46,36,46,1
19,27,19,57,19,57,1
20,40,19,24,19,19,0
21,37,46,35,46,46,0
22,7,43,34,43,43,0
23,16,53,49,53,49,1
24,24,56,63,56,56,0
25,49,14,19,14,14,0
26,62,54,61,54,54,0
27,55,30,0,30,30,0
28,8,58,3,58,3,1
29,29,51,22,51,51,0
30,5,49,60,49,49,0
31,62,16,0,16,0,1
32,18,23,28,23,28,1
33,31,21,27,21,21,0
34,56,44,16,44,16,1
35,31,14,60,14,14,0
36,60,58,50,58,50,1
37,5,62,39,62,28,0
38,51,10,45,45,10,0
39,48,52,42,52,52,0
40,55,59,31,59,59,0
41,62,53,18,53,18,1
42,60,9,7,9,28,0
43,50,20,46,20,46,1
44,15,19,28,19,19,0
45,17,41,8,41,25,0
46,0,51,24,51,25,0
47,18,48,44,48,48,0
48,13,56,38,56,56,0
49,60,10,49,49,10,0
50,61,62,10,62,28,0
51,6,47,52,47,52,1
52,7,0,43,0,0,0
53,18,30,42,30,30,0
54,30,45,28,45,45,0
55,45,42,5,42,5,1
56,19,27,18,27,18,1
57,48,12,3,12,3,1
58,41,6,59,6,59,1
59,26,33,17,33,17,1
60,32,54,42,54,54,0
61,60,16,42,16,16,0
62,24,50,40,50,13,0
63,40,30,23,30,30,0
64,37,0,9,0,0,0
65,38,18,23,18,18,0
66,56,54,63,54,14,0
67,41,29,36,29,36,1
68,34,7,1,7,1,1
69,49,39,1,39,39,0
70,45,46,11,46,46,0
71,57,41,61,41,25,0
72,25,45,28,45,25,0
73,36,42,59,42,59,1
74,40,25,16,25,25,0
75,53,11,12,11,28,0
76,25,52,1,52,25,0
77,49,44,9,44,9,1
78,8,14,3,14,14,0
79,17,47,59,47,59,1
80,56,14,16,14,14,0
81,10,31,44,31,31,0
82,39,6,5,6,5,1
83,37,8,11,8,8,0
84,21,52,42,52,52,0
85,29,55,40,55,55,0
86,25,58,47,58,47,1
87,41,7,62,7,28,0
88,2,55,37,55,25,0
89,43,51,21,51,21,1
90,52,14,34,14,14,0
91,58,46,3,46,46,0
92,9,21,63,21,63,1
93,12,41,39,41,39,1
94,49,31,33,31,33,1
95,32,2,29,2,29,1
96,11,38,14,38,14,1
97,8,60,1,60,1,1
98,46,54,33,54,54,0
99,13,9,52,9,14,0
100,22,42,26,42,14,0
101,47,14,21,14,14,0
102,20,3,23,3,3,0
103,54,63,47,63,14,0
104,7,16,0,16,0,1
105,58,12,23,12,12,0
106,17,47,14,47,14,1
107,35,19,51,19,19,0
108,16,45,32,45,45,0
109,36,14,4,14,14,0
110,4,40,25,40,25,1
111,53,63,43,63,43,1
112,45,53,49,53,49,1
113,14,1,63,1,1,0
114,63,42,59,42,59,1
115,62,56,57,56,57,1
116,42,54,33,54,54,0
117,10,4,20,4,20,1
118,49,2,33,2,25,0
119,22,23,37,23,23,0
120,55,16,62,16,16,0
121,1,5,57,5,5,0
122,3,55,53,55,53,1
123,8,9,43,9,43,1
124,8,43,51,43,43,0
125,59,8,27,8,8,0
126,16,39,49,39,39,0
127,47,37,41,37,25,0
128,10,52,51,52,51,1
129,28,37,14,14,37,0
130,22,46,26,46,46,0
131,22,18,48,18,18,0
132,11,14,59,14,14,0
133,61,59,33,59,59,0
134,50,24,40,24,24,0
135,40,55,16,55,16,1
136,16,56,25,56,25,1
137,35,54,62,54,54,0
138,25,16,61,16,16,0
139,48,0,53,0,53,1
140,49,21,59,21,59,1
141,30,11,38,11,38,1
142,37,7,26,7,14,0
143,8,25,56,25,25,0
144,12,63,9,63,63,0
145,3,6,30,6,30,1
146,32,7,41,7,7,0
147,22,14,51,14,14,0
148,38,54,56,54,56,1
149,3,19,20,19,19,0
150,33,5,49,5,49,1
151,36,55,15,55,25,0
152,14,6,18,6,14,0
153,22,17,61,17,17,0
154,0,27,20,27,28,0
155,50,58,63,58,63,1
156,13,22,63,22,14,0
157,30,46,56,46,56,1
158,44,33,29,33,29,1
159,49,54,4,54,4,1
160,19,32,4,32,32,0
161,29,2,8,2,25,0
162,55,33,0,33,0,1
163,27,55,33,55,13,0
164,22,27,24,27,27,0
165,11,62,53,62,53,1
166,56,52,6,52,6,1
167,42,10,61,10,61,1
168,19,61,46,61,46,1
169,48,16,63,16,16,0
170,63,57,53,57,53,1
171,48,42,8,42,14,0
172,2,17,5,17,5,1
173,60,14,16,14,14,0
174,62,17,40,17,17,0
175,8,61,9,61,25,0
176,39,27,7,27,28,0
177,11,33,14,33,14,1
178,6,34,54,34,54,1
179,34,62,0,62,0,1
180,2,61,29,61,29,1
181,22,49,36,49,36,1
182,27,4,62,4,4,0
183,8,28,5,5,28,0
184,40,20,12,20,12,1
185,57,31,4,31,4,1
186,39,40,12,40,12,1
187,29,23,36,23,36,1
188,45,27,16,27,16,1
189,12,16,39,16,16,0
190,50,1,43,1,43,1
191,38,26,60,26,26,0
192,40,31,5,31,5,1
193,57,28,12,28,28,0
194,44,28,17,28,28,0
195,52,18,1,18,1,1
196,25,32,11,32,25,0
197,4,39,56,39,56,1
198,10,61,55,61,61,0
199,62,2,27,2,27,1
