episode,query_idx,key,value,pred,correct,rank
0,0,63,11,11,1,1
0,1,46,58,34,0,12
0,2,11,18,12,0,8
0,3,23,1,20,0,2
0,4,12,53,60,0,9
0,5,26,50,50,1,1
0,6,60,34,47,0,2
0,7,47,20,20,1,1
1,0,46,0,48,0,16
1,1,48,53,13,0,7
1,2,5,19,13,0,9
1,3,6,13,13,1,1
1,4,42,48,41,0,3
1,5,23,8,41,0,4
1,6,50,41,41,1,1
1,7,27,13,13,1,1
2,0,60,50,14,0,5
2,1,38,24,14,0,2
2,2,14,32,25,0,6
2,3,11,48,31,0,4
2,4,15,31,31,1,1
2,5,3,14,14,1,1
2,6,33,16,16,1,1
2,7,25,51,51,1,1
3,0,53,36,27,0,4
3,1,34,27,31,0,2
3,2,27,31,31,1,1
3,3,31,56,60,0,7
3,4,61,60,60,1,1
3,5,56,30,30,1,1
3,6,14,8,32,0,2
3,7,44,32,32,1,1
4,0,2,39,11,0,2
4,1,8,24,11,0,3
4,2,27,11,11,1,1
4,3,31,6,12,0,3
4,4,47,63,12,0,2
4,5,11,19,12,0,4
4,6,56,12,12,1,1
4,7,42,61,61,1,1
5,0,55,58,21,0,12
5,1,16,53,21,0,55
5,2,21,11,2,0,7
5,3,32,39,21,0,9
5,4,35,3,57,0,4
5,5,40,59,57,0,4
5,6,2,21,46,0,2
5,7,57,46,46,1,1
6,0,15,0,19,0,6
6,1,38,31,19,0,6
6,2,28,29,19,0,6
6,3,19,6,48,0,13
6,4,27,26,58,0,6
6,5,53,58,62,0,4
6,6,62,11,11,1,1
6,7,48,47,47,1,1
7,0,21,29,31,0,2
7,1,5,31,31,1,1
7,2,31,20,6,0,2
7,3,33,16,19,0,2
7,4,26,37,6,0,6
7,5,48,24,19,0,3
7,6,19,45,6,0,3
7,7,29,6,6,1,1
8,0,60,4,4,1,1
8,1,51,29,55,0,2
8,2,17,26,23,0,2
8,3,34,23,40,0,3
8,4,11,57,55,0,5
8,5,3,31,4,0,6
8,6,55,40,40,1,1
8,7,4,18,18,1,1
9,0,32,38,22,0,13
9,1,2,7,22,0,9
9,2,36,22,22,1,1
9,3,59,24,47,0,4
9,4,22,11,47,0,3
9,5,5,9,0,0,13
9,6,47,0,0,1,1
9,7,50,14,14,1,1
10,0,50,6,53,0,2
10,1,53,59,53,0,6
10,2,28,53,53,1,1
10,3,22,26,10,0,5
10,4,12,17,61,0,6
10,5,55,61,10,0,3
10,6,1,42,10,0,3
10,7,10,6,6,1,1
11,0,7,26,43,0,4
11,1,34,49,49,1,1
11,2,11,43,43,1,1
11,3,43,49,14,0,3
11,4,9,14,14,1,1
11,5,45,37,26,0,2
11,6,26,1,0,0,4
11,7,14,0,0,1,1
12,0,37,29,46,0,6
12,1,9,36,21,0,2
12,2,21,37,46,0,7
12,3,60,55,62,0,3
12,4,62,11,46,0,6
12,5,4,31,33,0,3
12,6,3,33,46,0,2
12,7,25,46,46,1,1
13,0,19,36,37,0,16
13,1,49,16,37,0,9
13,2,52,60,37,0,6
13,3,37,35,32,0,2
13,4,62,45,23,0,3
13,5,27,15,23,0,5
13,6,21,23,23,1,1
13,7,3,32,32,1,1
14,0,59,48,22,0,7
14,1,22,36,41,0,7
14,2,30,38,11,0,6
14,3,11,61,22,0,9
14,4,57,22,22,1,1
14,5,15,8,60,0,8
14,6,63,41,27,0,3
14,7,60,27,27,1,1
15,0,6,35,37,0,8
15,1,32,52,37,0,12
15,2,51,31,37,0,2
15,3,19,45,37,0,9
15,4,29,36,37,0,3
15,5,37,7,48,0,3
15,6,48,37,25,0,2
15,7,25,42,42,1,1
16,0,10,29,49,0,37
16,1,51,11,49,0,14
16,2,31,54,0,0,12
16,3,14,24,0,0,2
16,4,27,58,0,0,4
16,5,49,59,0,0,5
16,6,18,35,0,0,3
16,7,5,0,0,1,1
17,0,19,50,14,0,5
17,1,15,21,14,0,7
17,2,11,54,14,0,4
17,3,8,0,14,0,6
17,4,12,49,14,0,4
17,5,14,4,38,0,3
17,6,61,14,38,0,2
17,7,38,37,14,0,2
18,0,41,40,0,0,6
18,1,7,51,0,0,8
18,2,17,44,0,0,2
18,3,0,19,60,0,3
18,4,21,30,0,0,6
18,5,60,0,0,1,1
18,6,1,2,0,0,2
18,7,38,0,0,1,1
19,0,44,12,0,0,10
19,1,41,0,0,1,1
19,2,17,36,36,1,1
19,3,2,34,28,0,7
19,4,21,3,30,0,2
19,5,0,30,30,1,1
19,6,57,14,14,1,1
19,7,28,32,32,1,1
20,0,18,43,45,0,8
20,1,7,6,45,0,6
20,2,15,45,45,1,1
20,3,10,1,38,0,6
20,4,44,38,38,1,1
20,5,45,36,36,1,1
20,6,24,38,38,1,1
20,7,32,52,52,1,1
21,0,43,54,1,0,13
21,1,41,39,1,0,4
21,2,57,58,1,0,5
21,3,59,15,1,0,3
21,4,56,57,1,0,6
21,5,1,48,26,0,2
21,6,26,1,0,0,2
21,7,60,0,0,1,1
22,0,16,49,0,0,6
22,1,13,44,0,0,6
22,2,41,0,0,1,1
22,3,33,50,18,0,9
22,4,63,25,27,0,4
22,5,47,46,27,0,2
22,6,18,27,27,1,1
22,7,17,38,38,1,1
23,0,63,21,20,0,5
23,1,62,20,20,1,1
23,2,37,41,14,0,2
23,3,29,57,14,0,2
23,4,25,31,14,0,3
23,5,56,14,14,1,1
23,6,46,20,20,1,1
23,7,39,53,21,0,4
24,0,19,13,39,0,10
24,1,36,56,39,0,7
24,2,16,48,39,0,3
24,3,46,39,11,0,2
24,4,22,11,11,1,1
24,5,28,10,63,0,3
24,6,52,63,63,1,1
24,7,39,60,60,1,1
25,0,15,6,44,0,7
25,1,51,20,20,1,1
25,2,41,18,44,0,12
