episode,query_idx,key,value,pred,correct,rank
0,0,8,61,15,0,13
0,1,18,15,15,1,1
0,2,21,59,15,0,12
0,3,30,35,15,0,7
0,4,0,4,15,0,3
0,5,31,29,15,0,14
0,6,53,46,15,0,6
0,7,15,63,8,0,13
1,0,10,15,45,0,8
1,1,63,7,45,0,42
1,2,61,1,45,0,8
1,3,3,45,45,1,1
1,4,6,34,45,0,3
1,5,38,18,45,0,13
1,6,58,45,45,1,1
1,7,41,33,45,0,20
2,0,17,30,30,1,1
2,1,55,35,30,0,14
2,2,27,19,30,0,3
2,3,57,63,27,0,5
2,4,30,38,27,0,11
2,5,42,54,27,0,9
2,6,59,50,27,0,6
2,7,5,27,30,0,2
3,0,21,1,41,0,8
3,1,27,42,41,0,10
3,2,49,30,41,0,3
3,3,41,55,2,0,9
3,4,19,14,4,0,11
3,5,35,2,41,0,4
3,6,44,4,41,0,2
3,7,5,23,4,0,4
4,0,2,54,29,0,4
4,1,45,25,29,0,11
4,2,3,10,29,0,18
4,3,30,18,29,0,12
4,4,21,13,29,0,28
4,5,26,33,29,0,5
4,6,58,29,29,1,1
4,7,11,17,29,0,7
5,0,55,44,58,0,8
5,1,58,9,58,0,13
5,2,61,40,58,0,12
5,3,37,49,58,0,2
5,4,29,58,58,1,1
5,5,7,8,58,0,6
5,6,36,59,58,0,3
5,7,43,14,58,0,16
6,0,14,61,34,0,3
6,1,27,53,34,0,16
6,2,28,27,34,0,2
6,3,15,9,34,0,5
6,4,61,45,34,0,7
6,5,58,34,34,1,1
6,6,42,1,34,0,7
6,7,46,34,34,1,1
7,0,16,2,50,0,8
7,1,31,49,19,0,7
7,2,60,46,50,0,15
7,3,50,53,19,0,13
7,4,59,27,50,0,8
7,5,29,4,19,0,15
7,6,15,36,19,0,6
7,7,3,19,19,1,1
8,0,46,52,59,0,14
8,1,48,59,59,1,1
8,2,61,59,59,1,1
8,3,24,10,59,0,10
8,4,7,19,59,0,5
8,5,59,13,1,0,16
8,6,27,41,59,0,6
8,7,1,37,59,0,9
9,0,9,35,35,1,1
9,1,43,41,35,0,6
9,2,48,52,3,0,12
9,3,26,45,49,0,5
9,4,56,21,35,0,7
9,5,3,5,49,0,12
9,6,63,35,35,1,1
9,7,22,49,35,0,2
10,0,51,44,37,0,11
10,1,63,27,50,0,6
10,2,38,21,50,0,8
10,3,12,47,50,0,9
10,4,50,6,37,0,20
10,5,46,0,50,0,13
10,6,37,3,50,0,11
10,7,53,56,50,0,10
11,0,61,56,59,0,20
11,1,40,59,59,1,1
11,2,62,36,59,0,9
11,3,42,17,59,0,3
11,4,12,53,59,0,13
11,5,14,59,59,1,1
11,6,44,35,59,0,6
11,7,51,39,59,0,10
12,0,20,48,13,0,8
12,1,56,43,13,0,6
12,2,40,13,13,1,1
12,3,14,5,13,0,6
12,4,24,40,13,0,3
12,5,16,13,13,1,1
12,6,47,13,13,1,1
12,7,4,25,13,0,11
13,0,32,16,22,0,15
13,1,42,17,63,0,7
13,2,63,5,22,0,15
13,3,22,19,63,0,10
13,4,18,52,63,0,8
13,5,61,3,22,0,6
13,6,58,43,22,0,16
13,7,29,55,63,0,9
14,0,55,49,11,0,10
14,1,42,12,59,0,13
