episode,query_idx,key,value,pred,correct,rank
0,0,63,51,28,0,16
0,1,21,31,28,0,2
0,2,14,45,28,0,8
0,3,27,55,28,0,15
0,4,56,1,28,0,40
0,5,0,11,28,0,5
0,6,17,7,28,0,20
0,7,28,34,31,0,18
0,8,16,20,28,0,39
0,9,35,28,28,1,1
0,10,15,53,28,0,17
0,11,24,31,28,0,2
0,12,11,28,28,1,1
0,13,61,18,31,0,13
0,14,33,9,28,0,6
0,15,54,31,28,0,2
1,0,60,1,55,0,29
1,1,11,45,55,0,9
1,2,54,16,55,0,5
1,3,26,40,55,0,12
1,4,51,56,55,0,12
1,5,62,16,17,0,3
1,6,0,9,55,0,8
1,7,35,13,55,0,6
1,8,17,55,55,1,1
1,9,55,18,17,0,29
1,10,12,47,55,0,13
1,11,7,23,55,0,16
1,12,22,59,55,0,5
1,13,59,5,55,0,20
1,14,15,11,55,0,8
1,15,61,17,55,0,3
2,0,16,14,54,0,5
2,1,45,30,54,0,11
2,2,50,54,54,1,1
2,3,56,39,54,0,11
2,4,34,45,54,0,7
2,5,14,55,54,0,9
2,6,12,24,54,0,9
2,7,54,36,48,0,5
2,8,20,54,54,1,1
2,9,36,12,48,0,15
2,10,43,63,54,0,24
2,11,48,58,54,0,33
2,12,33,16,48,0,4
2,13,53,2,54,0,9
2,14,44,50,54,0,3
2,15,38,48,54,0,2
3,0,44,52,30,0,2
3,1,27,30,30,1,1
3,2,22,46,30,0,3
3,3,51,20,30,0,23
3,4,24,33,30,0,7
3,5,2,56,30,0,3
3,6,30,11,52,0,14
3,7,26,63,30,0,9
3,8,46,52,30,0,2
3,9,13,26,30,0,3
3,10,15,35,30,0,9
3,11,6,9,52,0,37
3,12,1,0,30,0,15
3,13,17,61,52,0,5
3,14,54,45,30,0,23
3,15,48,47,26,0,10
4,0,32,58,35,0,19
4,1,30,43,35,0,9
4,2,3,27,33,0,6
4,3,35,21,33,0,24
4,4,8,48,33,0,11
4,5,25,33,35,0,2
4,6,44,10,33,0,18
4,7,61,54,35,0,3
4,8,11,54,35,0,3
4,9,2,4,33,0,16
4,10,49,33,33,1,1
4,11,38,63,33,0,12
4,12,22,51,33,0,23
4,13,34,46,35,0,5
4,14,20,35,35,1,1
4,15,5,14,33,0,33
5,0,17,37,6,0,2
