episode,query_idx,key,value,pred,correct,rank
0,0,63,51,64,0,46
0,1,21,31,64,0,4
0,2,14,45,64,0,18
0,3,27,55,64,0,29
0,4,56,1,64,0,8
0,5,0,11,64,0,4
0,6,17,7,64,0,10
0,7,28,34,64,0,16
0,8,16,20,64,0,3
0,9,35,28,64,0,4
0,10,15,53,64,0,19
0,11,24,31,64,0,3
0,12,11,28,64,0,6
0,13,61,18,64,0,6
0,14,33,9,64,0,6
0,15,54,31,64,0,3
1,0,60,1,64,0,10
1,1,11,45,64,0,29
1,2,54,16,64,0,4
1,3,26,40,64,0,7
1,4,51,56,64,0,33
1,5,62,16,64,0,11
1,6,0,9,64,0,4
1,7,35,13,64,0,6
1,8,17,55,64,0,4
1,9,55,18,64,0,22
1,10,12,47,64,0,8
1,11,7,23,64,0,12
1,12,22,59,64,0,3
1,13,59,5,64,0,10
1,14,15,11,64,0,4
1,15,61,17,64,0,5
2,0,16,14,64,0,3
2,1,45,30,64,0,25
2,2,50,54,64,0,3
2,3,56,39,64,0,22
2,4,34,45,64,0,16
2,5,14,55,64,0,20
2,6,12,24,64,0,19
2,7,54,36,64,0,3
2,8,20,54,64,0,17
2,9,36,12,64,0,35
2,10,43,63,64,0,6
2,11,48,58,64,0,7
2,12,33,16,64,0,6
2,13,53,2,64,0,9
2,14,44,50,64,0,7
2,15,38,48,64,0,4
3,0,44,52,64,0,3
3,1,27,30,64,0,8
3,2,22,46,64,0,6
3,3,51,20,64,0,12
3,4,24,33,64,0,10
3,5,2,56,64,0,20
3,6,30,11,64,0,27
3,7,26,63,64,0,7
3,8,46,52,64,0,3
3,9,13,26,64,0,9
3,10,15,35,64,0,24
3,11,6,9,64,0,16
3,12,1,0,64,0,12
3,13,17,61,64,0,4
3,14,54,45,64,0,3
3,15,48,47,64,0,3
4,0,32,58,64,0,5
4,1,30,43,64,0,28
4,2,3,27,64,0,14
4,3,35,21,64,0,26
4,4,8,48,64,0,24
4,5,25,33,64,0,3
4,6,44,10,64,0,32
4,7,61,54,64,0,6
4,8,11,54,64,0,10
4,9,2,4,64,0,23
4,10,49,33,64,0,3
4,11,38,63,64,0,3
4,12,22,51,64,0,5
4,13,34,46,64,0,4
4,14,20,35,64,0,7
4,15,5,14,64,0,3
5,0,17,37,64,0,5
5,1,3,20,64,0,6
5,2,13,6,64,0,5
5,3,33,19,64,0,5
5,4,58,36,64,0,3
5,5,19,49,64,0,5
5,6,44,51,64,0,17
5,7,14,1,64,0,3
5,8,48,17,64,0,19
5,9,20,63,64,0,5
5,10,6,23,64,0,12
5,11,10,60,64,0,7
5,12,28,14,64,0,5
5,13,37,54,64,0,7
5,14,36,53,64,0,4
5,15,45,29,64,0,19
6,0,15,18,64,0,15
6,1,34,7,64,0,12
6,2,40,21,64,0,14
6,3,0,29,64,0,9
6,4,56,6,64,0,6
6,5,49,24,64,0,3
6,6,12,29,64,0,33
6,7,51,63,64,0,5
6,8,3,39,64,0,8
6,9,36,5,64,0,27
6,10,62,23,64,0,8
6,11,20,47,64,0,8
6,12,24,53,64,0,27
6,13,46,52,64,0,8
6,14,54,58,64,0,5
6,15,30,20,64,0,3
7,0,28,29,64,0,39
7,1,46,48,64,0,6
7,2,48,24,64,0,5
7,3,33,38,64,0,6
7,4,30,33,64,0,6
7,5,43,52,64,0,3
7,6,27,24,64,0,6
7,7,3,23,64,0,16
7,8,6,18,64,0,4
7,9,58,11,64,0,8
7,10,42,14,64,0,12
7,11,18,35,64,0,14
7,12,8,50,64,0,17
7,13,2,19,64,0,5
7,14,16,1,64,0,3
7,15,52,1,64,0,3
8,0,44,6,64,0,7
8,1,30,49,64,0,3
8,2,6,14,64,0,16
8,3,15,51,64,0,15
8,4,21,52,64,0,7
8,5,32,31,64,0,13
8,6,60,62,64,0,9
8,7,36,37,64,0,4
8,8,52,12,64,0,18
8,9,23,47,64,0,7
8,10,37,32,64,0,5
8,11,49,42,64,0,3
8,12,42,61,64,0,3
8,13,9,36,64,0,6
8,14,61,49,64,0,9
8,15,31,44,64,0,6
9,0,48,20,64,0,16
9,1,14,40,64,0,9
9,2,28,7,64,0,5
9,3,41,35,64,0,8
9,4,15,62,64,0,5
9,5,29,27,64,0,3
9,6,19,12,64,0,63
9,7,10,40,64,0,22
9,8,56,47,64,0,8
9,9,39,27,64,0,3
9,10,4,59,64,0,5
9,11,13,29,64,0,23
9,12,62,7,64,0,13
9,13,52,41,64,0,3
9,14,11,63,64,0,7
9,15,3,14,64,0,5
10,0,1,49,64,0,4
10,1,51,36,64,0,4
10,2,4,22,64,0,7
10,3,60,38,64,0,8
10,4,36,6,64,0,8
10,5,38,10,64,0,59
10,6,20,58,64,0,15
10,7,40,39,64,0,4
10,8,39,45,64,0,3
10,9,54,43,64,0,13
10,10,13,45,64,0,3
10,11,49,20,64,0,7
10,12,22,28,64,0,7
10,13,45,49,64,0,14
10,14,18,15,64,0,3
10,15,44,33,64,0,3
11,0,55,46,64,0,13
11,1,27,18,64,0,4
11,2,22,21,64,0,26
11,3,19,60,64,0,7
11,4,57,39,64,0,14
11,5,40,18,64,0,13
11,6,9,44,64,0,3
11,7,32,33,64,0,6
11,8,15,47,64,0,6
11,9,59,11,64,0,11
11,10,48,30,64,0,11
11,11,13,31,64,0,9
11,12,26,61,64,0,3
11,13,60,54,64,0,4
11,14,61,25,64,0,16
11,15,28,6,64,0,6
12,0,24,12,64,0,53
12,1,29,61,64,0,9
12,2,17,29,64,0,4
12,3,2,63,64,0,20
12,4,48,61,64,0,28
12,5,31,25,64,0,5
12,6,38,60,64,0,10
12,7,43,6,64,0,7
12,8,1,29,64,0,8
12,9,26,55,64,0,17
12,10,33,27,64,0,8
12,11,47,29,64,0,19
12,12,18,1,64,0,3
12,13,58,56,64,0,10
12,14,22,31,64,0,11
12,15,51,20,64,0,4
13,0,6,27,64,0,3
13,1,3,58,64,0,5
13,2,37,44,64,0,6
13,3,61,32,64,0,3
13,4,16,11,64,0,9
13,5,25,0,64,0,15
13,6,58,40,64,0,11
13,7,30,15,64,0,17
13,8,27,24,64,0,11
13,9,32,40,64,0,20
13,10,42,26,64,0,27
13,11,57,2,64,0,6
13,12,14,47,64,0,4
13,13,33,47,64,0,5
13,14,1,25,64,0,8
13,15,38,7,64,0,3
14,0,44,42,64,0,23
14,1,26,34,64,0,11
14,2,58,12,64,0,65
14,3,18,31,64,0,20
14,4,30,23,64,0,6
14,5,14,52,64,0,4
14,6,53,41,64,0,8
14,7,21,26,64,0,8
14,8,5,32,64,0,6
14,9,10,28,64,0,12
14,10,24,22,64,0,43
14,11,61,52,64,0,4
14,12,19,13,64,0,4
14,13,27,14,64,0,8
14,14,34,27,64,0,3
14,15,9,27,64,0,3
15,0,52,36,64,0,9
15,1,43,15,64,0,16
15,2,27,53,64,0,4
15,3,1,3,64,0,18
15,4,15,44,64,0,6
15,5,50,2,64,0,4
15,6,8,46,64,0,11
15,7,60,5,64,0,19
15,8,53,10,64,0,27
15,9,61,27,64,0,7
15,10,29,16,64,0,11
15,11,17,62,64,0,3
15,12,40,53,64,0,12
15,13,49,63,64,0,5
15,14,10,1,64,0,6
15,15,31,42,64,0,3
16,0,3,16,64,0,21
16,1,36,26,64,0,25
16,2,6,44,64,0,19
16,3,57,17,64,0,7
16,4,51,59,64,0,5
16,5,9,46,64,0,20
16,6,59,18,64,0,13
16,7,5,34,64,0,8
16,8,34,3,64,0,5
16,9,58,62,64,0,9
16,10,60,23,64,0,11
16,11,11,35,64,0,14
16,12,41,14,64,0,9
16,13,25,21,64,0,6
16,14,61,8,64,0,7
16,15,22,11,64,0,3
17,0,39,5,64,0,21
17,1,7,29,64,0,28
17,2,33,50,64,0,3
17,3,12,20,64,0,3
17,4,40,56,64,0,28
17,5,9,7,64,0,22
17,6,50,62,64,0,13
17,7,58,30,64,0,15
17,8,45,55,64,0,9
17,9,17,6,64,0,10
17,10,59,60,64,0,4
17,11,36,38,64,0,3
17,12,47,50,64,0,7
17,13,20,0,64,0,22
17,14,61,21,64,0,5
17,15,19,29,64,0,37
18,0,40,60,64,0,6
18,1,55,12,64,0,25
18,2,10,32,64,0,3
18,3,6,40,64,0,10
18,4,50,2,64,0,19
18,5,5,52,64,0,6
18,6,19,23,64,0,4
18,7,25,10,64,0,59
18,8,3,30,64,0,4
18,9,7,12,64,0,48
18,10,56,51,64,0,12
18,11,32,29,64,0,10
18,12,9,30,64,0,8
18,13,47,55,64,0,3
18,14,59,46,64,0,6
18,15,23,1,64,0,6
19,0,9,20,64,0,18
19,1,27,5,64,0,6
19,2,29,54,64,0,4
19,3,19,7,64,0,18
19,4,59,57,64,0,22
19,5,48,50,64,0,4
19,6,28,56,64,0,3
19,7,44,37,64,0,12
19,8,40,21,64,0,11
19,9,41,28,64,0,16
19,10,54,34,64,0,4
19,11,50,2,64,0,6
19,12,14,5,64,0,17
19,13,13,35,64,0,5
19,14,56,34,64,0,4
19,15,4,13,64,0,3
20,0,1,48,64,0,8
20,1,8,6,64,0,6
20,2,14,47,64,0,10
20,3,42,33,64,0,3
20,4,37,1,64,0,10
20,5,60,33,64,0,6
20,6,20,31,64,0,3
20,7,51,23,64,0,8
20,8,54,8,64,0,10
20,9,55,19,64,0,14
20,10,6,48,64,0,12
20,11,4,32,64,0,4
20,12,31,15,64,0,9
20,13,59,18,64,0,7
20,14,62,55,64,0,3
20,15,29,58,64,0,3
21,0,8,58,64,0,8
21,1,33,50,64,0,18
21,2,2,59,64,0,22
21,3,10,6,64,0,30
21,4,63,35,64,0,14
21,5,49,23,64,0,10
21,6,9,42,64,0,11
21,7,15,51,64,0,36
21,8,0,43,64,0,4
21,9,43,32,64,0,7
21,10,36,56,64,0,3
21,11,47,16,64,0,8
21,12,1,18,64,0,3
21,13,60,18,64,0,3
21,14,5,52,64,0,3
21,15,56,50,64,0,27
22,0,61,29,64,0,37
22,1,10,21,64,0,4
