episode,query_idx,key,value,pred,correct,rank
0,0,8,61,15,0,17
0,1,18,15,15,1,1
0,2,21,59,15,0,10
0,3,30,35,15,0,3
0,4,0,4,53,0,2
0,5,31,29,15,0,4
0,6,53,46,63,0,3
0,7,15,63,63,1,1
1,0,10,15,58,0,26
1,1,63,7,58,0,10
1,2,61,1,58,0,7
1,3,3,45,58,0,2
1,4,6,34,58,0,3
1,5,38,18,45,0,5
1,6,58,45,45,1,1
1,7,41,33,33,1,1
2,0,17,30,57,0,5
2,1,55,35,27,0,6
2,2,27,19,38,0,4
2,3,57,63,38,0,4
2,4,30,38,38,1,1
2,5,42,54,59,0,4
2,6,59,50,5,0,4
2,7,5,27,19,0,2
3,0,21,1,23,0,13
3,1,27,42,23,0,2
3,2,49,30,23,0,12
3,3,41,55,23,0,5
3,4,19,14,5,0,8
3,5,35,2,2,1,1
3,6,44,4,23,0,3
3,7,5,23,23,1,1
4,0,2,54,33,0,5
4,1,45,25,11,0,7
4,2,3,10,33,0,8
4,3,30,18,33,0,2
4,4,21,13,33,0,7
4,5,26,33,33,1,1
4,6,58,29,11,0,23
4,7,11,17,17,1,1
5,0,55,44,49,0,9
5,1,58,9,49,0,20
5,2,61,40,49,0,8
5,3,37,49,49,1,1
5,4,29,58,8,0,5
5,5,7,8,36,0,2
5,6,36,59,14,0,2
5,7,43,14,14,1,1
6,0,14,61,34,0,7
6,1,27,53,34,0,9
6,2,28,27,34,0,10
6,3,15,9,34,0,32
6,4,61,45,34,0,6
6,5,58,34,34,1,1
6,6,42,1,34,0,3
6,7,46,34,34,1,1
7,0,16,2,29,0,4
7,1,31,49,15,0,6
7,2,60,46,4,0,9
7,3,50,53,15,0,6
7,4,59,27,4,0,7
7,5,29,4,4,1,1
7,6,15,36,3,0,2
7,7,3,19,19,1,1
8,0,46,52,59,0,10
8,1,48,59,59,1,1
8,2,61,59,59,1,1
8,3,24,10,37,0,6
8,4,7,19,19,1,1
8,5,59,13,37,0,5
8,6,27,41,41,1,1
8,7,1,37,37,1,1
9,0,9,35,45,0,3
9,1,43,41,21,0,14
9,2,48,52,45,0,10
9,3,26,45,56,0,6
9,4,56,21,9,0,4
9,5,3,5,35,0,3
9,6,63,35,49,0,2
9,7,22,49,49,1,1
10,0,51,44,63,0,14
10,1,63,27,3,0,2
10,2,38,21,56,0,5
10,3,12,47,3,0,8
10,4,50,6,0,0,12
10,5,46,0,0,1,1
10,6,37,3,56,0,2
10,7,53,56,56,1,1
11,0,61,56,59,0,17
11,1,40,59,59,1,1
11,2,62,36,53,0,3
11,3,42,17,17,1,1
11,4,12,53,59,0,2
11,5,14,59,59,1,1
11,6,44,35,51,0,3
11,7,51,39,39,1,1
12,0,20,48,13,0,3
12,1,56,43,13,0,11
12,2,40,13,13,1,1
12,3,14,5,13,0,2
12,4,24,40,13,0,9
12,5,16,13,25,0,2
12,6,47,13,25,0,4
12,7,4,25,25,1,1
13,0,32,16,16,1,1
13,1,42,17,55,0,4
13,2,63,5,55,0,7
13,3,22,19,19,1,1
13,4,18,52,3,0,2
13,5,61,3,55,0,2
13,6,58,43,55,0,4
13,7,29,55,55,1,1
14,0,55,49,12,0,20
14,1,42,12,12,1,1
14,2,53,59,36,0,2
14,3,58,45,36,0,4
14,4,36,47,24,0,7
14,5,30,24,19,0,4
14,6,11,21,7,0,3
14,7,7,19,19,1,1
15,0,4,2,23,0,9
15,1,25,42,23,0,3
15,2,3,1,23,0,3
15,3,40,10,23,0,6
15,4,23,5,5,1,1
15,5,5,23,19,0,2
15,6,19,7,58,0,2
15,7,58,61,61,1,1
16,0,37,13,20,0,9
16,1,23,38,20,0,15
