episode,query_idx,key,value,pred,correct,rank
0,0,60,41,43,0,17
0,1,1,15,43,0,40
0,2,34,50,43,0,9
0,3,43,44,12,0,13
0,4,12,1,43,0,3
0,5,58,22,43,0,49
0,6,26,47,43,0,40
0,7,54,43,64,0,2
0,8,17,61,43,0,9
0,9,62,45,43,0,10
0,10,36,48,64,0,42
0,11,57,9,64,0,65
0,12,7,5,64,0,28
0,13,16,22,64,0,54
0,14,49,62,64,0,14
0,15,44,20,64,0,25
1,0,3,45,25,0,12
1,1,4,51,38,0,50
1,2,51,12,7,0,11
1,3,48,23,7,0,50
1,4,50,43,7,0,15
1,5,15,55,64,0,49
1,6,56,38,64,0,4
1,7,47,13,64,0,15
1,8,60,34,64,0,22
1,9,14,12,64,0,2
1,10,49,6,64,0,24
1,11,45,25,64,0,8
1,12,34,39,64,0,28
1,13,35,7,64,0,23
1,14,0,34,64,0,4
1,15,5,7,64,0,18
2,0,27,16,64,0,30
2,1,43,10,64,0,31
2,2,12,39,64,0,8
2,3,34,24,64,0,64
2,4,18,59,64,0,7
2,5,39,11,64,0,25
2,6,13,3,64,0,2
2,7,44,6,64,0,36
2,8,35,34,64,0,16
2,9,45,50,64,0,64
2,10,40,5,64,0,37
2,11,10,25,64,0,49
2,12,3,39,64,0,12
2,13,22,19,64,0,56
2,14,56,13,64,0,21
2,15,47,28,64,0,9
3,0,39,13,64,0,24
3,1,2,58,64,0,3
3,2,11,48,64,0,5
3,3,19,55,64,0,48
3,4,43,36,64,0,12
3,5,14,53,64,0,18
3,6,32,13,64,0,6
3,7,55,33,64,0,19
3,8,58,8,64,0,52
3,9,41,14,64,0,47
3,10,16,44,64,0,30
3,11,3,10,64,0,52
3,12,36,45,64,0,26
3,13,48,63,64,0,51
3,14,18,5,64,0,55
3,15,7,52,64,0,48
4,0,56,26,64,0,43
4,1,18,49,52,0,53
4,2,42,0,64,0,10
4,3,24,52,64,0,3
4,4,23,25,64,0,57
4,5,41,14,64,0,59
4,6,38,48,42,0,53
4,7,59,52,64,0,3
4,8,48,57,64,0,30
4,9,4,41,64,0,8
4,10,21,30,64,0,39
4,11,55,43,64,0,44
4,12,17,52,64,0,5
4,13,57,22,64,0,10
4,14,0,5,64,0,44
4,15,61,42,64,0,8
5,0,29,35,38,0,41
5,1,36,16,38,0,7
5,2,39,47,38,0,21
5,3,13,23,18,0,29
5,4,53,9,64,0,10
5,5,11,57,64,0,53
5,6,6,23,64,0,16
5,7,54,9,64,0,6
5,8,26,54,64,0,6
5,9,2,28,64,0,2
5,10,1,59,64,0,15
5,11,23,63,64,0,29
5,12,38,17,64,0,43
5,13,63,39,64,0,9
5,14,61,56,64,0,14
5,15,24,39,64,0,15
6,0,41,51,64,0,47
6,1,38,4,64,0,42
6,2,6,3,64,0,9
6,3,19,14,64,0,5
6,4,3,44,64,0,13
6,5,29,16,64,0,13
6,6,9,24,64,0,55
6,7,32,52,64,0,11
6,8,8,61,64,0,2
6,9,44,12,64,0,29
6,10,24,56,64,0,7
6,11,2,4,64,0,37
6,12,40,2,64,0,4
6,13,62,14,64,0,15
6,14,10,13,64,0,42
6,15,39,28,64,0,6
7,0,61,27,61,0,16
7,1,7,23,61,0,24
7,2,42,60,61,0,5
7,3,31,59,42,0,42
7,4,60,15,61,0,60
7,5,54,19,61,0,51
7,6,45,36,61,0,33
7,7,13,9,64,0,42
7,8,20,25,60,0,54
7,9,40,61,60,0,6
7,10,52,19,64,0,26
7,11,39,26,64,0,55
7,12,62,61,31,0,11
7,13,6,29,64,0,24
7,14,30,31,64,0,6
7,15,14,49,64,0,17
8,0,10,55,0,0,14
8,1,17,55,0,0,23
8,2,32,62,0,0,46
8,3,41,43,0,0,23
8,4,0,49,64,0,15
8,5,30,56,0,0,20
8,6,8,44,64,0,17
8,7,38,58,0,0,31
8,8,18,25,64,0,59
8,9,45,0,64,0,4
8,10,6,10,64,0,9
8,11,49,17,64,0,31
8,12,7,50,64,0,40
8,13,24,15,64,0,43
8,14,1,26,64,0,61
8,15,9,12,64,0,19
9,0,40,48,64,0,2
9,1,46,33,64,0,8
9,2,24,21,64,0,7
9,3,20,0,64,0,13
9,4,32,48,64,0,3
9,5,52,54,64,0,59
9,6,26,9,64,0,32
9,7,28,8,64,0,41
9,8,42,60,64,0,26
9,9,18,37,64,0,30
9,10,33,16,64,0,20
9,11,45,57,64,0,44
9,12,48,46,64,0,7
9,13,44,49,64,0,21
9,14,59,32,64,0,42
9,15,39,3,64,0,17
10,0,15,26,64,0,7
10,1,45,52,26,0,7
10,2,1,2,64,0,15
10,3,31,53,64,0,40
10,4,7,5,64,0,27
10,5,4,47,64,0,36
10,6,43,33,64,0,11
10,7,34,26,64,0,2
10,8,51,42,64,0,7
10,9,13,19,64,0,56
10,10,55,62,64,0,35
10,11,48,37,64,0,8
10,12,40,22,64,0,15
10,13,36,61,64,0,49
10,14,5,40,64,0,2
