episode,query_idx,key,value,pred,correct,rank
0,0,178,165,134,0,126
0,1,8,62,134,0,211
0,2,162,200,134,0,6
0,3,188,178,122,0,148
0,4,53,5,122,0,228
0,5,237,88,122,0,101
0,6,124,190,200,0,45
0,7,246,175,177,0,203
0,8,84,245,177,0,254
0,9,31,182,177,0,168
0,10,160,192,200,0,146
0,11,243,37,177,0,20
0,12,36,22,200,0,44
0,13,74,90,200,0,57
0,14,239,248,200,0,36
0,15,177,82,200,0,250
1,0,17,182,97,0,230
1,1,22,207,97,0,207
1,2,216,50,97,0,49
1,3,218,95,97,0,170
1,4,219,172,97,0,49
1,5,66,223,97,0,65
1,6,16,152,97,0,92
1,7,232,53,97,0,164
1,8,212,138,139,0,247
1,9,59,48,97,0,257
1,10,233,27,97,0,154
1,11,220,101,139,0,129
1,12,140,156,139,0,217
1,13,151,29,139,0,48
1,14,3,136,97,0,160
1,15,23,28,97,0,13
2,0,116,67,33,0,62
2,1,199,43,33,0,160
2,2,48,158,33,0,41
2,3,155,97,33,0,3
2,4,84,238,33,0,91
2,5,186,46,33,0,148
2,6,63,15,33,0,67
2,7,190,24,33,0,254
2,8,173,138,33,0,116
2,9,196,203,33,0,149
2,10,176,22,33,0,155
2,11,50,102,33,0,32
2,12,12,13,33,0,61
2,13,100,77,33,0,198
2,14,232,52,33,0,239
2,15,191,112,33,0,171
3,0,161,53,67,0,24
3,1,12,235,188,0,120
3,2,51,193,67,0,257
3,3,89,221,188,0,238
3,4,196,147,67,0,180
3,5,61,215,67,0,170
3,6,149,52,188,0,27
3,7,223,132,188,0,219
3,8,50,34,188,0,79
3,9,200,56,188,0,140
3,10,76,176,188,0,192
3,11,14,43,122,0,225
3,12,178,183,188,0,106
3,13,195,255,188,0,213
3,14,81,23,188,0,184
3,15,31,209,188,0,38
4,0,179,107,141,0,139
4,1,85,197,141,0,215
4,2,176,3,141,0,127
4,3,121,211,141,0,171
4,4,106,102,141,0,64
4,5,193,56,97,0,169
4,6,153,194,114,0,42
4,7,18,211,184,0,169
4,8,232,228,184,0,37
4,9,22,165,21,0,46
4,10,254,122,21,0,21
4,11,235,172,97,0,33
4,12,81,210,21,0,22
4,13,74,88,97,0,92
4,14,2,21,97,0,4
4,15,3,168,21,0,17
5,0,133,142,198,0,16
5,1,175,66,58,0,210
5,2,170,188,198,0,213
5,3,62,93,184,0,83
5,4,220,36,198,0,83
5,5,55,231,58,0,139
5,6,26,95,58,0,128
5,7,254,37,58,0,111
5,8,122,219,184,0,41
5,9,10,114,198,0,49
5,10,8,237,58,0,82
5,11,112,254,184,0,109
5,12,164,69,58,0,7
5,13,106,157,58,0,134
5,14,163,226,58,0,44
5,15,104,157,58,0,117
6,0,253,206,163,0,135
6,1,162,17,163,0,83
6,2,25,14,163,0,256
6,3,81,56,163,0,195
6,4,15,176,163,0,44
6,5,133,66,163,0,145
6,6,43,96,163,0,167
6,7,147,210,163,0,60
6,8,39,245,163,0,77
6,9,204,48,163,0,174
6,10,114,225,163,0,149
6,11,10,17,163,0,76
6,12,171,9,163,0,224
6,13,180,58,163,0,46
6,14,249,54,163,0,177
6,15,192,112,163,0,198
7,0,130,109,73,0,239
7,1,34,93,128,0,10
7,2,181,242,73,0,34
7,3,148,237,128,0,172
7,4,217,63,128,0,167
7,5,228,78,128,0,12
7,6,255,147,128,0,141
7,7,59,38,128,0,170
7,8,94,102,128,0,88
7,9,196,245,128,0,172
7,10,183,78,128,0,18
7,11,187,106,128,0,182
7,12,123,246,128,0,112
7,13,27,118,128,0,204
7,14,140,127,128,0,61
7,15,63,197,128,0,224
8,0,48,221,105,0,126
8,1,70,222,105,0,99
8,2,159,249,105,0,85
8,3,173,175,105,0,256
8,4,2,196,105,0,90
8,5,137,225,105,0,234
8,6,35,179,105,0,137
8,7,186,234,105,0,92
8,8,86,102,105,0,63
8,9,184,0,105,0,152
8,10,33,42,105,0,48
8,11,223,71,105,0,76
8,12,29,202,105,0,226
8,13,105,62,105,0,159
8,14,5,104,105,0,109
8,15,41,51,22,0,184
9,0,200,195,177,0,237
9,1,214,133,177,0,194
9,2,113,86,177,0,16
9,3,98,3,177,0,60
9,4,135,192,177,0,36
9,5,209,218,177,0,48
9,6,115,36,177,0,117
9,7,120,34,177,0,244
9,8,203,241,177,0,221
9,9,81,151,177,0,139
9,10,143,66,177,0,230
9,11,216,228,177,0,229
9,12,215,184,9,0,9
9,13,183,196,179,0,174
9,14,247,129,9,0,210
9,15,160,13,179,0,54
10,0,216,171,125,0,187
10,1,155,246,125,0,220
10,2,29,160,125,0,171
10,3,8,26,147,0,241
10,4,137,213,147,0,24
10,5,70,105,147,0,85
10,6,140,107,147,0,254
10,7,31,22,147,0,30
10,8,50,157,147,0,183
10,9,218,209,147,0,25
10,10,177,132,147,0,192
10,11,187,88,147,0,248
10,12,58,76,147,0,133
10,13,232,148,147,0,151
10,14,21,189,147,0,201
10,15,221,250,147,0,153
11,0,254,63,67,0,178
11,1,70,190,67,0,44
11,2,58,120,67,0,180
11,3,93,238,67,0,125
11,4,252,165,67,0,207
11,5,149,158,67,0,223
11,6,105,65,67,0,78
11,7,172,171,67,0,73
11,8,148,131,67,0,4
11,9,233,120,67,0,164
11,10,112,147,67,0,238
11,11,251,70,67,0,234
11,12,194,147,67,0,239
11,13,199,219,67,0,223
11,14,161,170,67,0,246
11,15,59,168,67,0,3
12,0,201,104,51,0,72
12,1,31,225,100,0,226
12,2,57,69,51,0,156
12,3,38,136,257,0,41
12,4,22,234,51,0,38
12,5,3,27,257,0,15
12,6,161,254,257,0,59
12,7,190,159,257,0,64
12,8,183,147,51,0,232
12,9,179,122,257,0,43
12,10,120,77,51,0,178
12,11,217,87,257,0,172
12,12,113,142,257,0,230
12,13,146,71,257,0,3
12,14,129,139,257,0,209
12,15,191,180,257,0,142
13,0,73,36,182,0,130
13,1,211,72,182,0,157
13,2,209,203,237,0,55
13,3,17,115,137,0,131
13,4,58,44,137,0,13
13,5,134,199,182,0,151
13,6,60,248,137,0,88
13,7,234,225,137,0,189
13,8,106,223,137,0,241
13,9,6,234,137,0,110
13,10,80,142,237,0,135
13,11,107,208,137,0,129
13,12,247,194,137,0,20
13,13,184,79,21,0,211
13,14,109,223,182,0,223
13,15,96,86,201,0,169
14,0,150,225,10,0,204
14,1,63,198,95,0,64
14,2,175,204,206,0,146
14,3,195,41,141,0,115
14,4,207,232,7,0,65
14,5,17,157,141,0,234
14,6,198,130,141,0,251
14,7,177,187,12,0,5
14,8,105,198,7,0,60
14,9,54,11,141,0,110
14,10,55,24,12,0,72
14,11,76,145,12,0,12
14,12,2,234,12,0,110
14,13,80,218,12,0,256
14,14,125,70,12,0,201
14,15,3,227,12,0,125
15,0,64,227,238,0,179
15,1,93,82,238,0,40
15,2,159,198,238,0,104
15,3,189,17,238,0,183
15,4,158,58,238,0,143
15,5,12,251,238,0,62
15,6,148,77,238,0,123
15,7,102,90,238,0,125
15,8,4,223,238,0,60
15,9,181,183,238,0,119
15,10,41,110,238,0,74
15,11,40,187,238,0,45
15,12,153,237,238,0,201
15,13,175,1,201,0,91
15,14,250,202,201,0,132
15,15,84,73,219,0,150
