episode,query_idx,key,value,pred,correct,rank
0,0,177,140,237,0,158
0,1,67,122,237,0,187
0,2,163,128,237,0,148
0,3,102,152,237,0,44
0,4,11,127,237,0,6
0,5,133,242,153,0,251
0,6,71,77,153,0,49
0,7,165,160,153,0,208
0,8,35,132,153,0,180
0,9,73,82,153,0,244
0,10,61,230,153,0,174
0,11,80,128,153,0,187
0,12,28,228,153,0,54
0,13,224,133,153,0,215
0,14,109,16,153,0,140
0,15,112,97,153,0,69
0,16,42,59,153,0,122
0,17,160,127,153,0,3
0,18,225,157,153,0,213
0,19,142,193,153,0,6
0,20,81,202,153,0,105
0,21,139,66,153,0,170
0,22,122,225,153,0,216
0,23,248,25,153,0,133
0,24,108,251,153,0,170
0,25,19,39,153,0,177
0,26,16,126,153,0,151
0,27,9,145,153,0,153
0,28,207,104,153,0,90
0,29,39,91,227,0,114
0,30,25,83,153,0,239
0,31,164,9,153,0,151
0,32,0,23,153,0,164
0,33,134,40,153,0,20
0,34,182,112,153,0,11
0,35,27,145,153,0,170
0,36,34,8,153,0,232
0,37,54,29,153,0,33
0,38,234,31,153,0,6
0,39,195,165,153,0,174
0,40,36,46,153,0,154
0,41,173,69,153,0,208
0,42,62,8,153,0,241
0,43,186,161,153,0,111
0,44,209,108,153,0,161
0,45,202,129,153,0,16
0,46,47,203,153,0,30
0,47,237,234,153,0,119
0,48,175,149,75,0,197
0,49,136,126,153,0,163
0,50,176,150,153,0,188
0,51,178,96,153,0,155
0,52,127,42,153,0,230
0,53,194,235,153,0,195
0,54,231,9,153,0,124
0,55,125,119,44,0,152
0,56,31,90,153,0,21
0,57,193,222,44,0,50
0,58,223,47,44,0,61
0,59,245,18,44,0,174
0,60,77,154,44,0,196
0,61,201,58,44,0,20
0,62,63,9,44,0,103
0,63,21,65,44,0,127
1,0,253,11,169,0,225
1,1,32,120,169,0,252
1,2,75,122,169,0,150
1,3,158,175,169,0,83
1,4,45,216,169,0,85
1,5,143,194,169,0,192
1,6,126,124,169,0,180
1,7,196,31,169,0,41
1,8,86,65,169,0,65
1,9,50,92,169,0,111
1,10,81,166,169,0,118
1,11,213,18,169,0,143
1,12,221,169,169,1,1
1,13,116,205,169,0,163
1,14,131,46,169,0,252
1,15,4,175,169,0,87
1,16,83,86,169,0,3
1,17,18,70,169,0,118
1,18,157,248,169,0,147
1,19,255,45,169,0,70
1,20,46,168,169,0,71
